id_mes,data_referencia,matricula,id_area,grade,familia_cargo,id_gestor,modelo_trabalho,salario,compa_ratio,performance,meses_de_casa,meses_sem_promocao,num_promocoes,idade,horas_extras,id_cargo
202101,2021-01-01,100042,5,4,Operações,100153,Presencial,8510.87,0.9954,3,9.0,2.0,0,38,8.1,OPE-4
202101,2021-01-01,100044,2,2,Comercial,100447,Híbrido,5031.44,1.0891,3,22.1,1.0,0,37,12.5,COM-2
202101,2021-01-01,100045,6,6,Operações,100040,Remoto,16758.57,1.1638,3,126.1,36.0,2,40,11.0,OPE-6
202101,2021-01-01,100046,4,3,Operações,100356,Presencial,4693.43,0.8023,3,99.0,39.0,2,26,9.9,OPE-3
202101,2021-01-01,100047,4,1,Operações,101403,Presencial,2503.36,0.9934,3,12.0,11.0,0,31,9.1,OPE-1
202101,2021-01-01,100049,12,5,Financeiro,100151,Presencial,17630.75,1.1356,4,84.0,8.0,1,44,6.2,FIN-5
202101,2021-01-01,100050,4,7,Operações,100050,Híbrido,19261.8,0.8918,3,17.0,7.0,0,64,0.5,OPE-7
202101,2021-01-01,100051,7,3,Tecnologia,100387,Híbrido,9088.98,1.0358,4,34.1,17.0,0,45,12.6,TEC-3
202101,2021-01-01,100052,11,1,Financeiro,100793,Híbrido,3034.88,0.9425,4,0.0,0.0,0,29,2.2,FIN-1
202101,2021-01-01,100054,11,3,Financeiro,100793,Híbrido,7332.37,0.9809,3,119.0,23.0,1,30,2.7,FIN-3
202101,2021-01-01,100055,3,4,Atendimento,100269,Presencial,5620.55,0.7395,3,40.0,17.0,1,27,2.2,ATE-4
202101,2021-01-01,100056,10,2,Financeiro,100508,Presencial,4741.8,0.9817,3,21.1,18.1,0,33,19.6,FIN-2
202101,2021-01-01,100057,3,6,Atendimento,100057,Remoto,15030.71,1.1743,3,52.0,21.1,0,40,17.0,ATE-6
202101,2021-01-01,100058,12,6,Financeiro,100058,Híbrido,21162.78,1.1502,4,68.1,50.0,1,55,17.4,FIN-6
202101,2021-01-01,100059,7,1,Tecnologia,100444,Remoto,4263.51,1.1279,3,3.0,3.0,0,23,3.9,TEC-1
202101,2021-01-01,100060,3,2,Atendimento,100492,Remoto,2755.74,0.8202,4,66.1,48.0,1,37,14.8,ATE-2
202101,2021-01-01,100061,3,5,Atendimento,100268,Presencial,10139.72,0.9389,3,11.0,11.0,0,48,0.3,ATE-5
202101,2021-01-01,100062,14,2,Jurídico,100409,Presencial,3988.68,0.7914,4,30.1,25.0,1,24,3.6,JUR-2
202101,2021-01-01,100063,12,3,Financeiro,100076,Presencial,7497.22,1.003,4,14.0,8.0,0,23,5.6,FIN-3
202101,2021-01-01,100064,7,4,Tecnologia,100283,Presencial,11415.26,0.8901,3,43.0,42.0,1,36,30.8,TEC-4
202101,2021-01-01,100065,2,1,Comercial,101219,Híbrido,2682.46,0.8709,3,1.0,1.0,0,30,12.7,COM-1
202101,2021-01-01,100066,3,3,Atendimento,100474,Remoto,4671.96,0.8985,3,19.1,11.0,0,38,2.7,ATE-3
202101,2021-01-01,100067,1,7,Comercial,100014,Híbrido,40995.16,1.5528,3,105.0,44.1,0,53,10.7,COM-7
202101,2021-01-01,100068,8,1,Tecnologia,100607,Híbrido,4190.91,1.1087,3,6.0,1.0,0,26,12.4,TEC-1
202101,2021-01-01,100069,1,3,Comercial,100998,Presencial,6244.29,0.8733,2,16.0,4.0,0,36,6.6,COM-3
202101,2021-01-01,100070,3,2,Atendimento,100429,Remoto,3068.36,0.9132,2,47.0,40.0,0,41,10.3,ATE-2
202101,2021-01-01,100071,9,4,Tecnologia,100134,Remoto,12903.11,1.0061,3,34.1,23.0,0,43,3.7,TEC-4
202101,2021-01-01,100072,9,2,Tecnologia,100134,Híbrido,5587.54,0.9855,4,13.0,0.0,0,23,0.8,TEC-2
202101,2021-01-01,100073,2,4,Comercial,100256,Presencial,9021.0,0.8633,2,33.0,25.0,1,25,10.2,COM-4
202101,2021-01-01,100074,2,3,Comercial,100447,Presencial,6824.02,0.9544,4,55.0,11.0,1,33,1.7,COM-3
202101,2021-01-01,100075,10,3,Financeiro,100204,Híbrido,6288.48,0.8413,2,35.0,20.1,1,27,9.8,FIN-3
202101,2021-01-01,100076,12,6,Financeiro,100058,Remoto,16831.21,0.9147,4,175.0,18.1,4,35,9.5,FIN-6
202101,2021-01-01,100077,6,3,Operações,100040,Presencial,5380.33,0.9197,3,20.1,18.1,0,28,1.0,OPE-3
202101,2021-01-01,100078,8,2,Tecnologia,100146,Remoto,4735.01,0.8351,4,8.0,8.0,0,27,8.7,TEC-2
202101,2021-01-01,100079,3,2,Atendimento,100492,Presencial,2169.19,0.6456,3,27.0,22.1,1,24,5.8,ATE-2
202101,2021-01-01,100080,3,5,Atendimento,100474,Presencial,7734.28,0.7161,3,27.0,18.1,1,36,40.8,ATE-5
202101,2021-01-01,100081,4,2,Operações,100421,Presencial,3213.3,0.8501,3,13.0,7.0,0,47,18.6,OPE-2
202101,2021-01-01,100082,5,7,Operações,100082,Presencial,22874.2,1.059,4,226.1,30.1,4,58,4.0,OPE-7
202101,2021-01-01,100083,15,2,Marketing,101371,Híbrido,4085.65,0.9728,3,8.0,5.0,0,28,0.6,MAR-2
202101,2021-01-01,100084,4,4,Operações,100564,Presencial,8007.31,0.9365,4,30.1,0.0,0,43,12.5,OPE-4
202101,2021-01-01,100085,6,2,Operações,100598,Híbrido,3177.79,0.8407,2,6.0,1.0,0,31,30.5,OPE-2
202101,2021-01-01,100086,7,1,Tecnologia,100094,Remoto,3022.7,0.7997,3,5.0,5.0,0,28,4.2,TEC-1
202101,2021-01-01,100087,1,6,Comercial,101086,Híbrido,14999.01,0.8522,3,12.0,12.0,0,41,2.7,COM-6
202101,2021-01-01,100088,2,2,Comercial,101219,Presencial,4112.65,0.8902,2,2.0,1.0,0,21,0.5,COM-2
202101,2021-01-01,100089,8,2,Tecnologia,100607,Remoto,4961.79,0.8751,3,22.1,10.1,0,24,6.2,TEC-2
202101,2021-01-01,100090,3,1,Atendimento,100271,Presencial,2529.45,1.1292,2,14.0,6.0,0,19,7.3,ATE-1
202101,2021-01-01,100091,13,1,Recursos Humanos,100303,Remoto,2788.53,1.0483,3,11.0,3.0,0,29,2.6,REC-1
202101,2021-01-01,100092,5,3,Operações,100641,Presencial,3713.96,0.6349,3,74.0,23.0,2,35,4.5,OPE-3
202101,2021-01-01,100093,2,3,Comercial,100256,Híbrido,7203.01,1.0074,3,17.0,16.0,0,45,7.2,COM-3
202101,2021-01-01,100094,7,7,Tecnologia,100021,Remoto,39369.91,1.2151,4,17.0,6.0,0,45,6.1,TEC-7
202101,2021-01-01,100095,3,1,Atendimento,100492,Híbrido,2422.92,1.0817,3,34.1,26.0,0,35,2.8,ATE-1
202101,2021-01-01,100096,1,4,Comercial,101112,Presencial,9936.31,0.9508,3,23.0,7.0,0,33,5.5,COM-4
202101,2021-01-01,100097,3,3,Atendimento,100401,Remoto,5131.26,0.9868,4,14.0,8.0,0,36,4.9,ATE-3
202101,2021-01-01,100098,5,4,Operações,100213,Híbrido,7840.21,0.917,4,9.0,4.0,0,41,9.0,OPE-4
202101,2021-01-01,100099,1,6,Comercial,101086,Híbrido,15583.67,0.8854,2,10.1,9.0,0,37,1.4,COM-6
202101,2021-01-01,100100,4,3,Operações,100576,Presencial,6112.72,1.0449,4,16.0,8.0,0,34,12.1,OPE-3
202101,2021-01-01,100101,1,2,Comercial,100933,Híbrido,5582.11,1.2082,3,54.0,35.0,0,44,2.2,COM-2
202101,2021-01-01,100102,3,4,Atendimento,100137,Presencial,7338.52,0.9656,2,39.0,30.1,0,40,4.6,ATE-4
202101,2021-01-01,100103,4,2,Operações,100356,Presencial,3807.57,1.0073,3,16.0,1.0,0,34,2.0,OPE-2
202101,2021-01-01,100104,5,3,Operações,100951,Presencial,6234.83,1.0658,3,9.0,8.0,0,35,20.0,OPE-3
202101,2021-01-01,100105,1,1,Comercial,100067,Híbrido,2625.13,0.8523,3,4.0,2.0,0,28,9.5,COM-1
202101,2021-01-01,100106,3,2,Atendimento,100137,Híbrido,2504.54,0.7454,3,15.0,9.0,0,40,10.8,ATE-2
202101,2021-01-01,100107,1,3,Comercial,100510,Híbrido,6769.55,0.9468,3,35.0,15.0,0,45,18.8,COM-3
202101,2021-01-01,100108,1,2,Comercial,100067,Híbrido,4449.12,0.963,3,23.0,22.1,0,25,3.8,COM-2
202101,2021-01-01,100109,4,4,Operações,100421,Presencial,6643.2,0.777,3,12.0,3.0,0,39,3.4,OPE-4
202101,2021-01-01,100110,7,3,Tecnologia,100283,Remoto,7758.22,0.8841,2,86.0,14.0,2,40,8.2,TEC-3
202101,2021-01-01,100111,9,2,Tecnologia,100685,Presencial,5884.41,1.0378,3,23.0,19.1,0,21,4.7,TEC-2
202101,2021-01-01,100114,3,2,Atendimento,100401,Híbrido,3522.9,1.0485,2,8.0,0.0,0,19,12.5,ATE-2
202101,2021-01-01,100115,15,3,Marketing,101371,Remoto,3941.92,0.6064,4,69.1,46.1,2,34,2.7,MAR-3
202101,2021-01-01,100116,1,2,Comercial,101078,Presencial,4725.48,1.0228,4,53.0,44.1,0,37,5.2,COM-2
202101,2021-01-01,100117,3,4,Atendimento,100269,Presencial,8476.95,1.1154,3,98.0,31.0,1,43,9.1,ATE-4
202101,2021-01-01,100118,2,5,Comercial,100448,Presencial,11158.95,0.7514,3,25.0,10.1,1,40,12.8,COM-5
202101,2021-01-01,100119,2,4,Comercial,100375,Presencial,9779.29,0.9358,2,7.0,5.0,0,32,10.6,COM-4
202101,2021-01-01,100120,10,2,Financeiro,100402,Presencial,4096.77,0.8482,3,45.0,31.0,1,39,17.7,FIN-2
202101,2021-01-01,100121,9,4,Tecnologia,100685,Híbrido,14784.47,1.1528,3,9.0,8.0,0,34,1.6,TEC-4
202101,2021-01-01,100122,2,5,Comercial,100447,Presencial,11682.45,0.7867,4,25.0,9.0,1,36,0.4,COM-5
202101,2021-01-01,100123,2,3,Comercial,100777,Híbrido,6912.68,0.9668,3,20.1,19.1,0,26,2.4,COM-3
202101,2021-01-01,100124,10,7,Financeiro,100124,Híbrido,33845.43,1.2263,4,54.0,29.0,0,56,0.7,FIN-7
202101,2021-01-01,100125,10,1,Financeiro,100124,Híbrido,2911.48,0.9042,3,12.0,2.0,0,24,12.0,FIN-1
202101,2021-01-01,100126,11,3,Financeiro,100009,Híbrido,7751.83,1.037,3,6.0,5.0,0,34,2.5,FIN-3
202101,2021-01-01,100127,5,5,Operações,100955,Presencial,10456.93,0.8607,3,31.0,26.0,1,37,8.2,OPE-5
202101,2021-01-01,100128,13,7,Recursos Humanos,100128,Presencial,15086.43,0.6617,3,133.0,24.0,4,47,26.5,REC-7
202101,2021-01-01,100129,2,1,Comercial,100375,Presencial,3049.78,0.9902,3,0.0,0.0,0,18,15.4,COM-1
202101,2021-01-01,100130,13,1,Recursos Humanos,100303,Remoto,2846.15,1.07,4,11.0,0.0,0,33,16.5,REC-1
202101,2021-01-01,100131,2,3,Comercial,100354,Híbrido,7791.98,1.0898,3,71.0,13.0,0,34,0.3,COM-3
202101,2021-01-01,100132,3,2,Atendimento,100474,Híbrido,3487.07,1.0378,2,10.1,10.1,0,30,3.0,ATE-2
202101,2021-01-01,100133,3,5,Atendimento,100269,Presencial,7886.23,0.7302,3,66.1,33.0,2,44,34.0,ATE-5
202101,2021-01-01,100134,9,5,Tecnologia,100685,Híbrido,16739.35,0.9185,3,33.0,25.0,1,31,2.9,TEC-5
202101,2021-01-01,100135,8,6,Tecnologia,100135,Híbrido,21991.2,1.0181,2,136.0,37.0,3,37,7.7,TEC-6
202101,2021-01-01,100136,6,2,Operações,100550,Híbrido,3315.19,0.877,3,3.0,1.0,0,25,10.5,OPE-2
202101,2021-01-01,100137,3,6,Atendimento,100057,Presencial,15625.07,1.2207,4,29.0,23.0,1,34,4.1,ATE-6
202101,2021-01-01,100138,2,3,Comercial,100586,Remoto,7640.77,1.0686,3,14.0,9.0,0,32,2.3,COM-3
202101,2021-01-01,100139,6,2,Operações,100040,Presencial,3906.19,1.0334,3,19.1,3.0,0,26,10.3,OPE-2
202101,2021-01-01,100140,7,6,Tecnologia,100394,Remoto,20717.36,0.9591,4,7.0,5.0,0,41,14.0,TEC-6
202101,2021-01-01,100141,2,2,Comercial,100447,Presencial,3054.01,0.661,3,35.0,35.0,1,26,9.7,COM-2
202101,2021-01-01,100142,14,4,Jurídico,100409,Remoto,8757.86,0.7682,3,34.1,24.0,1,35,5.8,JUR-4
202101,2021-01-01,100143,5,2,Operações,100955,Híbrido,3049.26,0.8067,3,47.0,13.0,1,32,3.5,OPE-2
202101,2021-01-01,100144,9,5,Tecnologia,100685,Remoto,18463.89,1.0131,3,33.0,30.1,1,34,9.9,TEC-5
202101,2021-01-01,100145,3,2,Atendimento,100152,Híbrido,2843.46,0.8463,3,28.0,9.0,1,28,0.6,ATE-2
202101,2021-01-01,100146,8,6,Tecnologia,100135,Remoto,21644.54,1.0021,3,10.1,2.0,0,43,4.5,TEC-6
202101,2021-01-01,100147,4,6,Operações,100695,Híbrido,8099.18,0.5624,3,135.0,37.0,5,44,11.5,OPE-6
202101,2021-01-01,100149,11,2,Financeiro,100847,Híbrido,5166.16,1.0696,3,16.0,6.0,0,33,12.4,FIN-2
202101,2021-01-01,100150,7,5,Tecnologia,100316,Híbrido,15885.53,0.8716,3,60.0,58.0,2,30,4.0,TEC-5
202101,2021-01-01,100151,12,6,Financeiro,100058,Presencial,18493.05,1.0051,4,117.0,53.0,3,40,3.9,FIN-6
202101,2021-01-01,100152,3,6,Atendimento,100057,Presencial,8229.23,0.6429,4,104.0,56.0,3,39,7.1,ATE-6
202101,2021-01-01,100153,5,7,Operações,100082,Presencial,26639.45,1.2333,2,97.0,0.0,0,55,1.2,OPE-7
202101,2021-01-01,100154,13,6,Recursos Humanos,100313,Presencial,15623.68,1.0279,4,36.0,15.0,1,38,1.8,REC-6
202101,2021-01-01,100155,13,4,Recursos Humanos,100303,Híbrido,8049.06,0.8919,3,84.0,52.0,1,32,5.1,REC-4
202101,2021-01-01,100156,1,4,Comercial,100639,Presencial,9922.34,0.9495,3,43.0,4.0,1,39,3.1,COM-4
202101,2021-01-01,100157,4,1,Operações,100378,Presencial,2293.73,0.9102,3,6.0,3.0,0,24,0.5,OPE-1
202101,2021-01-01,100158,10,6,Financeiro,100664,Híbrido,24688.81,1.3418,3,76.0,51.0,1,52,5.3,FIN-6
202101,2021-01-01,100159,2,2,Comercial,101219,Presencial,3924.5,0.8495,4,5.0,1.0,0,38,14.6,COM-2
202101,2021-01-01,100160,9,3,Tecnologia,100144,Híbrido,5447.67,0.6208,4,57.0,35.0,2,30,0.4,TEC-3
202101,2021-01-01,100161,7,3,Tecnologia,100387,Remoto,7669.64,0.874,4,44.1,2.0,1,38,14.6,TEC-3
202101,2021-01-01,100162,9,3,Tecnologia,100134,Remoto,8806.16,1.0036,3,13.0,1.0,0,29,9.8,TEC-3
202101,2021-01-01,100163,11,2,Financeiro,100847,Presencial,3288.2,0.6808,2,33.0,9.0,1,32,3.8,FIN-2
202101,2021-01-01,100164,2,3,Comercial,100448,Híbrido,4484.75,0.6272,3,35.0,31.0,1,47,2.9,COM-3
202101,2021-01-01,100165,7,1,Tecnologia,100444,Remoto,4422.55,1.17,4,40.0,17.0,0,26,6.2,TEC-1
202101,2021-01-01,100166,13,3,Recursos Humanos,100391,Híbrido,5604.86,0.9077,3,51.0,37.0,1,33,7.1,REC-3
202101,2021-01-01,100167,3,4,Atendimento,100474,Presencial,5826.99,0.7667,4,98.0,38.0,2,37,11.3,ATE-4
202101,2021-01-01,100168,7,5,Tecnologia,100881,Remoto,16034.84,0.8798,3,27.0,0.0,1,42,1.6,TEC-5
202101,2021-01-01,100169,7,3,Tecnologia,100287,Híbrido,9721.81,1.1079,3,22.1,9.0,0,35,20.6,TEC-3
202101,2021-01-01,100170,3,3,Atendimento,100269,Híbrido,6461.52,1.2426,3,15.0,7.0,0,31,0.9,ATE-3
202101,2021-01-01,100171,9,2,Tecnologia,100681,Híbrido,5950.48,1.0495,2,0.0,0.0,0,28,10.5,TEC-2
202101,2021-01-01,100172,1,3,Comercial,100067,Híbrido,7663.32,1.0718,3,14.0,0.0,0,36,5.7,COM-3
202101,2021-01-01,100173,12,6,Financeiro,100058,Presencial,16140.53,0.8772,4,90.0,42.0,2,33,7.9,FIN-6
202101,2021-01-01,100174,7,5,Tecnologia,100444,Remoto,16001.31,0.878,3,25.0,5.0,1,36,0.9,TEC-5
202101,2021-01-01,100175,9,1,Tecnologia,100685,Híbrido,4068.23,1.0763,2,35.0,7.0,0,28,0.5,TEC-1
202101,2021-01-01,100176,3,3,Atendimento,100492,Remoto,3760.85,0.7232,2,63.0,26.0,1,44,1.6,ATE-3
202101,2021-01-01,100177,2,4,Comercial,100377,Híbrido,9254.39,0.8856,3,31.0,0.0,1,31,10.8,COM-4
202101,2021-01-01,100178,3,2,Atendimento,100057,Presencial,2465.74,0.7339,4,46.1,4.0,1,44,1.1,ATE-2
202101,2021-01-01,100179,2,2,Comercial,101038,Remoto,5305.19,1.1483,4,41.0,18.1,0,36,15.5,COM-2
202101,2021-01-01,100180,12,3,Financeiro,100151,Remoto,7527.18,1.007,3,10.1,7.0,0,40,2.8,FIN-3
202101,2021-01-01,100181,1,5,Comercial,100998,Presencial,12541.62,0.8446,3,32.1,30.1,1,41,7.0,COM-5
202101,2021-01-01,100182,1,2,Comercial,100750,Presencial,4939.3,1.0691,3,87.0,55.0,1,26,7.2,COM-2
202101,2021-01-01,100183,9,4,Tecnologia,101299,Híbrido,13246.02,1.0328,3,15.0,11.0,0,29,3.2,TEC-4
202101,2021-01-01,100184,5,4,Operações,100213,Presencial,6507.23,0.7611,3,24.0,11.0,1,29,8.4,OPE-4
202101,2021-01-01,100185,12,1,Financeiro,100076,Híbrido,2945.38,0.9147,5,0.0,0.0,0,28,4.1,FIN-1
202101,2021-01-01,100186,11,4,Financeiro,100009,Presencial,13571.66,1.2423,2,66.1,10.1,0,38,3.3,FIN-4
202101,2021-01-01,100187,9,1,Tecnologia,101299,Híbrido,4405.51,1.1655,2,16.0,3.0,0,31,1.9,TEC-1
202101,2021-01-01,100189,3,5,Atendimento,100057,Híbrido,8545.05,0.7912,4,34.1,28.0,1,34,1.4,ATE-5
202101,2021-01-01,100190,15,3,Marketing,101371,Remoto,7571.63,1.1649,2,85.0,36.0,0,42,3.6,MAR-3
202101,2021-01-01,100191,1,3,Comercial,100510,Híbrido,6192.42,0.8661,4,7.0,4.0,0,21,3.5,COM-3
202101,2021-01-01,100192,9,2,Tecnologia,100144,Remoto,5328.3,0.9397,2,24.0,1.0,1,38,10.4,TEC-2
202101,2021-01-01,100193,5,4,Operações,100625,Presencial,7889.96,0.9228,3,0.0,0.0,0,31,6.5,OPE-4
202101,2021-01-01,100194,8,3,Tecnologia,100607,Remoto,8190.72,0.9334,3,95.0,31.0,1,34,22.6,TEC-3
202101,2021-01-01,100195,5,4,Operações,100212,Presencial,8636.91,1.0102,1,5.0,4.0,0,46,4.0,OPE-4
202101,2021-01-01,100196,5,4,Operações,101011,Presencial,6387.72,0.7471,3,27.0,6.0,1,37,4.0,OPE-4
202101,2021-01-01,100197,2,1,Comercial,101038,Híbrido,2750.66,0.8931,3,18.1,2.0,0,31,2.5,COM-1
202101,2021-01-01,100198,5,3,Operações,100212,Presencial,5800.1,0.9915,3,11.0,2.0,0,36,4.8,OPE-3
202101,2021-01-01,100199,7,7,Tecnologia,100021,Remoto,37984.39,1.1724,3,25.0,2.0,0,47,29.3,TEC-7
202101,2021-01-01,100200,5,6,Operações,100955,Presencial,12077.91,0.8387,3,29.0,9.0,1,49,2.8,OPE-6
202101,2021-01-01,100201,11,2,Financeiro,100009,Presencial,5174.71,1.0714,3,63.0,29.0,1,26,12.9,FIN-2
202101,2021-01-01,100202,7,5,Tecnologia,100316,Híbrido,18660.89,1.0239,3,8.0,6.0,0,37,5.8,TEC-5
202101,2021-01-01,100203,8,5,Tecnologia,100146,Híbrido,16846.0,0.9243,3,37.0,2.0,1,35,6.9,TEC-5
202101,2021-01-01,100204,10,7,Financeiro,100124,Híbrido,31135.2,1.1281,4,29.0,18.1,0,51,2.3,FIN-7
202101,2021-01-01,100205,3,4,Atendimento,100137,Presencial,6932.85,0.9122,3,35.0,3.0,0,49,10.4,ATE-4
202101,2021-01-01,100206,3,3,Atendimento,100492,Híbrido,4044.79,0.7778,3,32.1,30.1,1,25,9.6,ATE-3
202101,2021-01-01,100207,5,5,Operações,100212,Presencial,13216.01,1.0877,3,31.0,8.0,0,41,9.9,OPE-5
202101,2021-01-01,100208,1,2,Comercial,100639,Híbrido,4745.69,1.0272,3,17.0,13.0,0,31,7.7,COM-2
202101,2021-01-01,100210,12,3,Financeiro,100058,Híbrido,8863.95,1.1858,4,23.0,7.0,0,35,30.0,FIN-3
