id_mes,data_referencia,matricula,id_area,grade,salario,valor_horas_extras,remuneracao_bruta,encargos,provisao_13o,provisao_ferias,vale_refeicao,vale_transporte,plano_saude,seguro_vida,beneficios_total,custo_total,fator_custo_sobre_salario
202101.0,2021-01-01,100063.0,12.0,3.0,7497.22,286.26,7783.48,2786.48,880.83,1174.44,882.0,320.0,380.0,34.0,1616.0,14241.23,1.9
202101.0,2021-01-01,100064.0,7.0,4.0,11415.26,2397.2,13812.46,4944.86,1563.11,2084.15,882.0,320.0,520.0,34.0,1756.0,24160.58,2.12
202101.0,2021-01-01,100065.0,2.0,1.0,2682.46,232.28,2914.74,1043.48,329.85,439.8,882.0,160.0,520.0,34.0,1596.0,6323.86,2.36
202101.0,2021-01-01,100066.0,3.0,3.0,4671.96,86.01,4757.97,1703.35,538.44,717.92,882.0,0.0,520.0,34.0,1436.0,9153.69,1.96
202101.0,2021-01-01,100067.0,1.0,7.0,40995.16,2990.78,43985.94,15746.97,4977.74,6636.99,882.0,160.0,1150.0,34.0,2226.0,73573.64,1.79
202101.0,2021-01-01,100068.0,8.0,1.0,4190.91,354.32,4545.23,1627.19,514.37,685.83,882.0,160.0,380.0,34.0,1456.0,8828.62,2.11
202101.0,2021-01-01,100069.0,1.0,3.0,6244.29,280.99,6525.28,2336.05,738.44,984.59,882.0,320.0,520.0,34.0,1756.0,12340.37,1.98
202101.0,2021-01-01,100070.0,3.0,2.0,3068.36,215.48,3283.84,1175.62,371.62,495.5,882.0,0.0,720.0,34.0,1636.0,6962.58,2.27
202101.0,2021-01-01,100071.0,9.0,4.0,12903.11,325.51,13228.62,4735.85,1497.04,1996.05,882.0,0.0,720.0,34.0,1636.0,23093.56,1.79
202101.0,2021-01-01,100072.0,9.0,2.0,5587.54,30.48,5618.02,2011.25,635.77,847.7,882.0,160.0,380.0,34.0,1456.0,10568.74,1.89
202101.0,2021-01-01,100073.0,2.0,4.0,9021.0,627.37,9648.37,3454.12,1091.87,1455.83,882.0,320.0,380.0,34.0,1616.0,17266.19,1.91
202101.0,2021-01-01,100074.0,2.0,3.0,6824.02,79.1,6903.12,2471.32,781.2,1041.6,882.0,320.0,520.0,34.0,1756.0,12953.24,1.9
202101.0,2021-01-01,100075.0,10.0,3.0,6288.48,420.18,6708.66,2401.7,759.2,1012.26,882.0,160.0,380.0,34.0,1456.0,12337.83,1.96
202101.0,2021-01-01,100076.0,12.0,6.0,16831.21,1090.2,17921.41,6415.87,2028.11,2704.14,882.0,0.0,520.0,34.0,1436.0,30505.53,1.81
202101.0,2021-01-01,100077.0,6.0,3.0,5380.33,36.68,5417.01,1939.29,613.03,817.37,882.0,320.0,380.0,34.0,1616.0,10402.7,1.93
202101.0,2021-01-01,100078.0,8.0,2.0,4735.01,280.87,5015.88,1795.69,567.63,756.84,882.0,0.0,380.0,34.0,1296.0,9432.04,1.99
202101.0,2021-01-01,100079.0,3.0,2.0,2169.19,85.78,2254.97,807.28,255.19,340.25,882.0,320.0,380.0,34.0,1616.0,5273.69,2.43
202101.0,2021-01-01,100080.0,3.0,5.0,7734.28,2151.54,9885.82,3539.12,1118.74,1491.66,882.0,320.0,520.0,34.0,1756.0,17791.34,2.3
202101.0,2021-01-01,100081.0,4.0,2.0,3213.3,407.5,3620.8,1296.25,409.75,546.34,882.0,320.0,720.0,34.0,1956.0,7829.15,2.44
202101.0,2021-01-01,100082.0,5.0,7.0,22874.2,623.84,23498.04,8412.3,2659.2,3545.59,882.0,320.0,1150.0,34.0,2386.0,40501.13,1.77
202101.0,2021-01-01,100083.0,15.0,2.0,4085.65,16.71,4102.36,1468.65,464.25,619.0,882.0,160.0,380.0,34.0,1456.0,8110.26,1.99
202101.0,2021-01-01,100084.0,4.0,4.0,8007.31,682.44,8689.75,3110.93,983.39,1311.19,882.0,320.0,720.0,34.0,1956.0,16051.26,2.0
202101.0,2021-01-01,100085.0,6.0,2.0,3177.79,660.84,3838.63,1374.23,434.4,579.21,882.0,160.0,520.0,34.0,1596.0,7822.46,2.46
202101.0,2021-01-01,100086.0,7.0,1.0,3022.7,86.56,3109.26,1113.11,351.86,469.15,882.0,0.0,380.0,34.0,1296.0,6339.39,2.1
202101.0,2021-01-01,100087.0,1.0,6.0,14999.01,276.12,15275.13,5468.5,1728.64,2304.85,882.0,160.0,720.0,34.0,1796.0,26573.11,1.77
202101.0,2021-01-01,100088.0,2.0,2.0,4112.65,14.02,4126.67,1477.35,467.0,622.67,882.0,320.0,380.0,34.0,1616.0,8309.69,2.02
202101.0,2021-01-01,100089.0,8.0,2.0,4961.79,209.75,5171.54,1851.41,585.25,780.33,882.0,0.0,380.0,34.0,1296.0,9684.52,1.95
202101.0,2021-01-01,100090.0,3.0,1.0,2529.45,125.9,2655.35,950.61,300.5,400.66,882.0,320.0,380.0,34.0,1616.0,5923.12,2.34
202101.0,2021-01-01,100091.0,13.0,1.0,2788.53,49.43,2837.96,1015.99,321.16,428.22,882.0,0.0,380.0,34.0,1296.0,5899.33,2.12
202101.0,2021-01-01,100092.0,5.0,3.0,3713.96,113.95,3827.91,1370.39,433.19,577.59,882.0,320.0,520.0,34.0,1756.0,7965.08,2.14
202101.0,2021-01-01,100093.0,2.0,3.0,7203.01,353.6,7556.61,2705.27,855.16,1140.21,882.0,160.0,720.0,34.0,1796.0,14053.24,1.95
202101.0,2021-01-01,100094.0,7.0,7.0,39369.91,1637.43,41007.34,14680.63,4640.66,6187.55,882.0,0.0,720.0,34.0,1636.0,68152.18,1.73
202101.0,2021-01-01,100095.0,3.0,1.0,2422.92,46.26,2469.18,883.96,279.43,372.57,882.0,160.0,520.0,34.0,1596.0,5601.14,2.31
202101.0,2021-01-01,100096.0,1.0,4.0,9936.31,372.61,10308.92,3690.59,1166.63,1555.5,882.0,320.0,520.0,34.0,1756.0,18477.64,1.86
202101.0,2021-01-01,100097.0,3.0,3.0,5131.26,171.43,5302.69,1898.36,600.09,800.12,882.0,0.0,520.0,34.0,1436.0,10037.26,1.96
202101.0,2021-01-01,100098.0,5.0,4.0,7840.21,481.1,8321.31,2979.03,941.7,1255.59,882.0,160.0,720.0,34.0,1796.0,15293.63,1.95
202101.0,2021-01-01,100099.0,1.0,6.0,15583.67,148.75,15732.42,5632.21,1780.39,2373.85,882.0,160.0,520.0,34.0,1596.0,27114.86,1.74
202101.0,2021-01-01,100100.0,4.0,3.0,6112.72,504.3,6617.02,2368.89,748.83,998.43,882.0,320.0,520.0,34.0,1756.0,12489.17,2.04
202101.0,2021-01-01,100101.0,1.0,2.0,5582.11,83.73,5665.84,2028.37,641.18,854.91,882.0,160.0,720.0,34.0,1796.0,10986.31,1.97
202101.0,2021-01-01,100102.0,3.0,4.0,7338.52,230.16,7568.68,2709.59,856.52,1142.03,882.0,320.0,720.0,34.0,1956.0,14232.82,1.94
202101.0,2021-01-01,100103.0,4.0,2.0,3807.57,51.92,3859.49,1381.7,436.77,582.35,882.0,320.0,520.0,34.0,1756.0,8016.31,2.11
202101.0,2021-01-01,100104.0,5.0,3.0,6234.83,850.2,7085.03,2536.44,801.79,1069.05,882.0,320.0,520.0,34.0,1756.0,13248.32,2.12
202101.0,2021-01-01,100105.0,1.0,1.0,2625.13,170.04,2795.17,1000.67,316.32,421.76,882.0,160.0,380.0,34.0,1456.0,5989.92,2.28
202101.0,2021-01-01,100106.0,3.0,2.0,2504.54,184.43,2688.97,962.65,304.3,405.73,882.0,160.0,720.0,34.0,1796.0,6157.65,2.46
202101.0,2021-01-01,100107.0,1.0,3.0,6769.55,867.73,7637.28,2734.15,864.29,1152.38,882.0,160.0,720.0,34.0,1796.0,14184.1,2.1
202101.0,2021-01-01,100108.0,1.0,2.0,4449.12,115.27,4564.39,1634.05,516.54,688.72,882.0,160.0,380.0,34.0,1456.0,8859.7,1.99
202101.0,2021-01-01,100109.0,4.0,4.0,6643.2,154.0,6797.2,2433.4,769.22,1025.62,882.0,320.0,520.0,34.0,1756.0,12781.44,1.92
202101.0,2021-01-01,100110.0,7.0,3.0,7758.22,433.76,8191.98,2932.73,927.06,1236.08,882.0,0.0,720.0,34.0,1636.0,14923.84,1.92
202101.0,2021-01-01,100111.0,9.0,2.0,5884.41,188.57,6072.98,2174.13,687.26,916.34,882.0,320.0,380.0,34.0,1616.0,11466.71,1.95
202101.0,2021-01-01,100114.0,3.0,2.0,3522.9,300.25,3823.15,1368.69,432.65,576.87,882.0,160.0,380.0,34.0,1456.0,7657.36,2.17
202101.0,2021-01-01,100115.0,15.0,3.0,3941.92,72.57,4014.49,1437.19,454.31,605.74,882.0,0.0,520.0,34.0,1436.0,7947.72,2.02
202101.0,2021-01-01,100116.0,1.0,2.0,4725.48,167.54,4893.02,1751.7,553.73,738.3,882.0,320.0,520.0,34.0,1756.0,9692.75,2.05
202101.0,2021-01-01,100117.0,3.0,4.0,8476.95,525.96,9002.91,3223.04,1018.83,1358.44,882.0,320.0,720.0,34.0,1956.0,16559.21,1.95
202101.0,2021-01-01,100118.0,2.0,5.0,11158.95,973.87,12132.82,4343.55,1373.03,1830.71,882.0,320.0,720.0,34.0,1956.0,21636.11,1.94
202101.0,2021-01-01,100119.0,2.0,4.0,9779.29,706.78,10486.07,3754.01,1186.67,1582.23,882.0,320.0,520.0,34.0,1756.0,18764.98,1.92
202101.0,2021-01-01,100120.0,10.0,2.0,4096.77,494.41,4591.18,1643.64,519.57,692.76,882.0,320.0,520.0,34.0,1756.0,9203.14,2.25
202101.0,2021-01-01,100121.0,9.0,4.0,14784.47,161.29,14945.76,5350.58,1691.36,2255.15,882.0,160.0,520.0,34.0,1596.0,25838.85,1.75
202101.0,2021-01-01,100122.0,2.0,5.0,11682.45,31.86,11714.31,4193.72,1325.67,1767.56,882.0,320.0,520.0,34.0,1756.0,20757.26,1.78
202101.0,2021-01-01,100123.0,2.0,3.0,6912.68,113.12,7025.8,2515.24,795.09,1060.11,882.0,160.0,380.0,34.0,1456.0,12852.23,1.86
202101.0,2021-01-01,100124.0,10.0,7.0,33845.43,161.54,34006.97,12174.49,3848.45,5131.27,882.0,160.0,1150.0,34.0,2226.0,57387.19,1.7
202101.0,2021-01-01,100125.0,10.0,1.0,2911.48,238.21,3149.69,1127.59,356.44,475.25,882.0,160.0,380.0,34.0,1456.0,6564.98,2.25
202101.0,2021-01-01,100126.0,11.0,3.0,7751.83,132.13,7883.96,2822.46,892.2,1189.6,882.0,160.0,520.0,34.0,1596.0,14384.23,1.86
202101.0,2021-01-01,100127.0,5.0,5.0,10456.93,584.64,11041.57,3952.88,1249.54,1666.05,882.0,320.0,520.0,34.0,1756.0,19666.04,1.88
202101.0,2021-01-01,100128.0,13.0,7.0,15086.43,2725.84,17812.27,6376.79,2015.76,2687.67,882.0,320.0,720.0,34.0,1956.0,30848.5,2.04
202101.0,2021-01-01,100129.0,2.0,1.0,3049.78,320.23,3370.01,1206.46,381.37,508.5,882.0,320.0,380.0,34.0,1616.0,7082.34,2.32
202101.0,2021-01-01,100130.0,13.0,1.0,2846.15,320.19,3166.34,1133.55,358.32,477.77,882.0,0.0,520.0,34.0,1436.0,6571.98,2.31
202101.0,2021-01-01,100131.0,2.0,3.0,7791.98,15.94,7807.92,2795.23,883.6,1178.13,882.0,160.0,520.0,34.0,1596.0,14260.88,1.83
202101.0,2021-01-01,100132.0,3.0,2.0,3487.07,71.33,3558.4,1273.91,402.69,536.92,882.0,160.0,520.0,34.0,1596.0,7367.92,2.11
202101.0,2021-01-01,100133.0,3.0,5.0,7886.23,1828.17,9714.4,3477.76,1099.35,1465.8,882.0,320.0,720.0,34.0,1956.0,17713.3,2.25
202101.0,2021-01-01,100134.0,9.0,5.0,16739.35,330.98,17070.33,6111.18,1931.79,2575.72,882.0,160.0,520.0,34.0,1596.0,29285.03,1.75
202101.0,2021-01-01,100135.0,8.0,6.0,21991.2,1154.54,23145.74,8286.17,2619.33,3492.43,882.0,160.0,520.0,34.0,1596.0,39139.67,1.78
202101.0,2021-01-01,100136.0,6.0,2.0,3315.19,237.34,3552.53,1271.8,402.03,536.04,882.0,160.0,380.0,34.0,1456.0,7218.4,2.18
202101.0,2021-01-01,100137.0,3.0,6.0,15625.07,436.79,16061.86,5750.15,1817.67,2423.56,882.0,320.0,520.0,34.0,1756.0,27809.23,1.78
202101.0,2021-01-01,100138.0,2.0,3.0,7640.77,119.82,7760.59,2778.29,878.24,1170.99,882.0,0.0,520.0,34.0,1436.0,14024.11,1.84
202101.0,2021-01-01,100139.0,6.0,2.0,3906.19,274.32,4180.51,1496.62,473.09,630.79,882.0,320.0,380.0,34.0,1616.0,8397.02,2.15
202101.0,2021-01-01,100140.0,7.0,6.0,20717.36,1977.57,22694.93,8124.78,2568.31,3424.41,882.0,0.0,720.0,34.0,1636.0,38448.43,1.86
202101.0,2021-01-01,100141.0,2.0,2.0,3054.01,201.98,3255.99,1165.64,368.47,491.29,882.0,320.0,380.0,34.0,1616.0,6897.4,2.26
202101.0,2021-01-01,100142.0,14.0,4.0,8757.86,346.33,9104.19,3259.3,1030.29,1373.72,882.0,0.0,520.0,34.0,1436.0,16203.51,1.85
202101.0,2021-01-01,100143.0,5.0,2.0,3049.26,72.77,3122.03,1117.69,353.31,471.08,882.0,160.0,520.0,34.0,1596.0,6660.1,2.18
202101.0,2021-01-01,100144.0,9.0,5.0,18463.89,1246.31,19710.2,7056.25,2230.54,2974.05,882.0,0.0,520.0,34.0,1436.0,33407.04,1.81
202101.0,2021-01-01,100145.0,3.0,2.0,2843.46,11.63,2855.09,1022.12,323.1,430.8,882.0,160.0,380.0,34.0,1456.0,6087.12,2.14
202101.0,2021-01-01,100146.0,8.0,6.0,21644.54,664.09,22308.63,7986.49,2524.59,3366.12,882.0,0.0,720.0,34.0,1636.0,37821.84,1.75
202101.0,2021-01-01,100147.0,4.0,6.0,8099.18,635.05,8734.23,3126.85,988.42,1317.9,882.0,160.0,720.0,34.0,1796.0,15963.41,1.97
202101.0,2021-01-01,100149.0,11.0,2.0,5166.16,436.78,5602.94,2005.85,634.07,845.42,882.0,160.0,520.0,34.0,1596.0,10684.27,2.07
202101.0,2021-01-01,100150.0,7.0,5.0,15885.53,433.24,16318.77,5842.12,1846.74,2462.32,882.0,160.0,520.0,34.0,1596.0,28065.95,1.77
202101.0,2021-01-01,100151.0,12.0,6.0,18493.05,491.75,18984.8,6796.56,2148.45,2864.59,882.0,320.0,720.0,34.0,1956.0,32750.4,1.77
202101.0,2021-01-01,100152.0,3.0,6.0,8229.23,398.37,8627.6,3088.68,976.36,1301.81,882.0,320.0,520.0,34.0,1756.0,15750.45,1.91
202101.0,2021-01-01,100153.0,5.0,7.0,26639.45,217.96,26857.41,9614.95,3039.36,4052.48,882.0,320.0,1150.0,34.0,2386.0,45950.21,1.72
202101.0,2021-01-01,100154.0,13.0,6.0,15623.68,191.75,15815.43,5661.92,1789.78,2386.37,882.0,320.0,520.0,34.0,1756.0,27409.5,1.75
202101.0,2021-01-01,100155.0,13.0,4.0,8049.06,279.89,8328.95,2981.76,942.56,1256.75,882.0,160.0,520.0,34.0,1596.0,15106.02,1.88
202101.0,2021-01-01,100156.0,1.0,4.0,9922.34,209.72,10132.06,3627.28,1146.61,1528.82,882.0,320.0,520.0,34.0,1756.0,18190.77,1.83
202101.0,2021-01-01,100157.0,4.0,1.0,2293.73,7.82,2301.55,823.95,260.46,347.28,882.0,320.0,380.0,34.0,1616.0,5349.24,2.33
202101.0,2021-01-01,100158.0,10.0,6.0,24688.81,892.16,25580.97,9157.99,2894.91,3859.88,882.0,160.0,1150.0,34.0,2226.0,43719.76,1.77
202101.0,2021-01-01,100159.0,2.0,2.0,3924.5,390.67,4315.17,1544.83,488.33,651.11,882.0,320.0,520.0,34.0,1756.0,8755.44,2.23
202101.0,2021-01-01,100160.0,9.0,3.0,5447.67,14.86,5462.53,1955.58,618.18,824.23,882.0,160.0,520.0,34.0,1596.0,10456.52,1.92
202101.0,2021-01-01,100161.0,7.0,3.0,7669.64,763.48,8433.12,3019.06,954.35,1272.46,882.0,0.0,520.0,34.0,1436.0,15114.99,1.97
202101.0,2021-01-01,100162.0,9.0,3.0,8806.16,588.41,9394.57,3363.26,1063.15,1417.54,882.0,0.0,380.0,34.0,1296.0,16534.52,1.88
202101.0,2021-01-01,100163.0,11.0,2.0,3288.2,85.19,3373.39,1207.68,381.76,509.01,882.0,320.0,520.0,34.0,1756.0,7227.83,2.2
202101.0,2021-01-01,100164.0,2.0,3.0,4484.75,88.68,4573.43,1637.29,517.56,690.08,882.0,160.0,720.0,34.0,1796.0,9214.35,2.05
202101.0,2021-01-01,100165.0,7.0,1.0,4422.55,186.95,4609.5,1650.2,521.64,695.52,882.0,0.0,380.0,34.0,1296.0,8772.87,1.98
202101.0,2021-01-01,100166.0,13.0,3.0,5604.86,271.33,5876.19,2103.67,664.99,886.65,882.0,160.0,520.0,34.0,1596.0,11127.5,1.99
202101.0,2021-01-01,100167.0,3.0,4.0,5826.99,448.94,6275.93,2246.78,710.23,946.97,882.0,320.0,520.0,34.0,1756.0,11935.91,2.05
202101.0,2021-01-01,100168.0,7.0,5.0,16034.84,174.93,16209.77,5803.1,1834.41,2445.87,882.0,0.0,720.0,34.0,1636.0,27929.14,1.74
202101.0,2021-01-01,100169.0,7.0,3.0,9721.81,1365.47,11087.28,3969.25,1254.71,1672.95,882.0,160.0,520.0,34.0,1596.0,19580.19,2.01
202101.0,2021-01-01,100170.0,3.0,3.0,6461.52,39.65,6501.17,2327.42,735.72,980.95,882.0,160.0,520.0,34.0,1596.0,12141.26,1.88
202101.0,2021-01-01,100171.0,9.0,2.0,5950.48,426.0,6376.48,2282.78,721.61,962.14,882.0,160.0,380.0,34.0,1456.0,11799.01,1.98
202101.0,2021-01-01,100172.0,1.0,3.0,7663.32,297.82,7961.14,2850.09,900.94,1201.25,882.0,160.0,520.0,34.0,1596.0,14509.42,1.89
202101.0,2021-01-01,100173.0,12.0,6.0,16140.53,869.39,17009.92,6089.55,1924.96,2566.61,882.0,320.0,520.0,34.0,1756.0,29347.03,1.82
